Commit Log for Tue Jan  2 21:42:43 2018


Seuraavat paketit päivitettiin:
multiarch-support (2.23-0ubuntu7) to 2.23-0ubuntu9
nautilus-data (1:3.18.4.is.3.14.3-0ubuntu5) to 1:3.18.4.is.3.14.3-0ubuntu6
network-manager (1.2.6-0ubuntu0.16.04.1) to 1.2.6-0ubuntu0.16.04.2
network-manager-gnome (1.2.6-0ubuntu0.16.04.3) to 1.2.6-0ubuntu0.16.04.4
ntp (1:4.2.8p4+dfsg-3ubuntu5.4) to 1:4.2.8p4+dfsg-3ubuntu5.7
ntpdate (1:4.2.8p4+dfsg-3ubuntu5.4) to 1:4.2.8p4+dfsg-3ubuntu5.7
nux-tools (4.0.8+16.04.20160705-0ubuntu1) to 4.0.8+16.04.20170816-0ubuntu1
openssl (1.0.2g-1ubuntu4.6) to 1.0.2g-1ubuntu4.10
openvpn (2.3.10-1ubuntu2) to 2.3.10-1ubuntu2.1
perl (5.22.1-9) to 5.22.1-9ubuntu0.2
perl-base (5.22.1-9) to 5.22.1-9ubuntu0.2
perl-modules-5.22 (5.22.1-9) to 5.22.1-9ubuntu0.2
poppler-utils (0.41.0-0ubuntu1.1) to 0.41.0-0ubuntu1.5
pulseaudio (1:8.0-0ubuntu3.2) to 1:8.0-0ubuntu3.7
pulseaudio-module-bluetooth (1:8.0-0ubuntu3.2) to 1:8.0-0ubuntu3.7
pulseaudio-module-x11 (1:8.0-0ubuntu3.2) to 1:8.0-0ubuntu3.7
pulseaudio-utils (1:8.0-0ubuntu3.2) to 1:8.0-0ubuntu3.7
python-jwt (1.3.0-1) to 1.3.0-1ubuntu0.1
python-libxml2 (2.9.3+dfsg1-1ubuntu0.2) to 2.9.3+dfsg1-1ubuntu0.5
python-samba (2:4.3.11+dfsg-0ubuntu0.16.04.7) to 2:4.3.11+dfsg-0ubuntu0.16.04.12
python2.7 (2.7.12-1ubuntu0~16.04.1) to 2.7.12-1ubuntu0~16.04.2
python2.7-minimal (2.7.12-1ubuntu0~16.04.1) to 2.7.12-1ubuntu0~16.04.2
python3-jwt (1.3.0-1) to 1.3.0-1ubuntu0.1
python3-louis (2.6.4-2) to 2.6.4-2ubuntu0.1
python3.5 (3.5.2-2ubuntu0~16.04.1) to 3.5.2-2ubuntu0~16.04.4
python3.5-minimal (3.5.2-2ubuntu0~16.04.1) to 3.5.2-2ubuntu0~16.04.4
resolvconf (1.78ubuntu4) to 1.78ubuntu5
rsync (3.1.1-3ubuntu1) to 3.1.1-3ubuntu1.1
ruby2.3 (2.3.1-2~16.04) to 2.3.1-2~16.04.2
samba-common (2:4.3.11+dfsg-0ubuntu0.16.04.7) to 2:4.3.11+dfsg-0ubuntu0.16.04.12
samba-common-bin (2:4.3.11+dfsg-0ubuntu0.16.04.7) to 2:4.3.11+dfsg-0ubuntu0.16.04.12
samba-libs (2:4.3.11+dfsg-0ubuntu0.16.04.7) to 2:4.3.11+dfsg-0ubuntu0.16.04.12
smbclient (2:4.3.11+dfsg-0ubuntu0.16.04.7) to 2:4.3.11+dfsg-0ubuntu0.16.04.12
sudo (1.8.16-0ubuntu1.3) to 1.8.16-0ubuntu1.5
tcpdump (4.9.0-1ubuntu1~ubuntu16.04.1) to 4.9.2-0ubuntu0.16.04.1
thunderbird (1:52.1.1+build1-0ubuntu0.16.04.1) to 1:52.5.0+build1-0ubuntu0.16.04.1
thunderbird-gnome-support (1:52.1.1+build1-0ubuntu0.16.04.1) to 1:52.5.0+build1-0ubuntu0.16.04.1
tzdata (2016j-0ubuntu0.16.04) to 2017c-0ubuntu0.16.04
ubuntu-minimal (1.361) to 1.361.1
util-linux (2.27.1-6ubuntu3.2) to 2.27.1-6ubuntu3.3
uuid-runtime (2.27.1-6ubuntu3.2) to 2.27.1-6ubuntu3.3
virtualbox-guest-dkms (5.0.40-dfsg-0ubuntu1.16.04.1) to 5.0.40-dfsg-0ubuntu1.16.04.2
virtualbox-guest-utils (5.0.40-dfsg-0ubuntu1.16.04.1) to 5.0.40-dfsg-0ubuntu1.16.04.2
virtualbox-guest-x11 (5.0.40-dfsg-0ubuntu1.16.04.1) to 5.0.40-dfsg-0ubuntu1.16.04.2
wget (1.17.1-1ubuntu1.2) to 1.17.1-1ubuntu1.3
wpasupplicant (2.4-0ubuntu6) to 2.4-0ubuntu6.2
xed (1.4.4+sonya) to 1.4.6+sonya
xed-common (1.4.4+sonya) to 1.4.6+sonya
xfonts-utils (1:7.7+3) to 1:7.7+3ubuntu0.16.04.2
xfsprogs (4.3.0+nmu1ubuntu1) to 4.3.0+nmu1ubuntu1.1
xserver-common (2:1.18.4-0ubuntu0.2) to 2:1.18.4-0ubuntu0.7
xserver-xorg-core (2:1.18.4-0ubuntu0.2) to 2:1.18.4-0ubuntu0.7

Seuraavat paketit asennettiin:
libcapnp-0.5.3 (0.5.3-2ubuntu1)
libinput-bin (1.6.3-1ubuntu1~16.04.1)
libmircommon7 (0.26.3+16.04.20170605-0ubuntu1.1)
libmircore1 (0.26.3+16.04.20170605-0ubuntu1.1)
